sample_id	mRNA_srrs	sgRNA_srrs
KD8_seq2_p2_15	SRR19425844;SRR19425845;SRR19425846;SRR19425847	SRR19425835;SRR19425836;SRR19425837;SRR19425839
KD8_seq2_p2_16	SRR19425828;SRR19425829;SRR19425830;SRR19426444	SRR19426436;SRR19426437;SRR19426438;SRR19426439
KD8_seq2_p2_17	SRR19426427;SRR19426428;SRR19426429;SRR19426430	SRR19425632;SRR19425633;SRR19425634;SRR19426421
KD8_seq2_p2_18	SRR19426133;SRR19426134;SRR19426135;SRR19426137	SRR19426123;SRR19426126;SRR19426127;SRR19426128
KD8_seq2_p2_19	SRR19426115;SRR19426116;SRR19426117;SRR19426118	SRR19426106;SRR19426107;SRR19426108;SRR19426109
KD8_seq2_p2_20	SRR19426097;SRR19426098;SRR19426099;SRR19426100	SRR19425818;SRR19425819;SRR19425820;SRR19425822
KD8_seq2_p2_21	SRR19425809;SRR19425811;SRR19425812;SRR19425813	SRR19425803;SRR19425804;SRR19426344;SRR19426345
KD8_seq2_p2_22	SRR19426335;SRR19426336;SRR19426337;SRR19426338	SRR19426326;SRR19426327;SRR19426328;SRR19426329
KD8_seq2_p2_23	SRR19426317;SRR19426318;SRR19426319;SRR19426321	SRR19426308;SRR19426310;SRR19426311;SRR19426312
KD8_seq2_p2_24	SRR19426300;SRR19426301;SRR19426302;SRR19426303	SRR19426414;SRR19426415;SRR19426416;SRR19426417
KD8_seq2_p2_25	SRR19426404;SRR19426405;SRR19426406;SRR19426407	SRR19425801;SRR19425802;SRR19426397;SRR19426399
KD8_seq2_p2_26	SRR19425792;SRR19425794;SRR19425795;SRR19425796	SRR19425784;SRR19425785;SRR19425786;SRR19425787
KD8_seq2_p2_27	SRR19426294;SRR19426295;SRR19426296;SRR19426297	SRR19426285;SRR19426286;SRR19426287;SRR19426288
KD8_seq2_p2_28	SRR19426276;SRR19426277;SRR19426278;SRR19426280	SRR19425772;SRR19425774;SRR19425775;SRR19425776
KD8_seq2_p2_29	SRR19425764;SRR19425765;SRR19425766;SRR19425767	SRR19425755;SRR19425756;SRR19425757;SRR19425758
KD8_seq2_p2_30	SRR19425920;SRR19425921;SRR19425922;SRR19425923	SRR19425911;SRR19425912;SRR19425913;SRR19425915
KD8_seq2_p2_31	SRR19425905;SRR19425906;SRR19426093;SRR19426096	SRR19426085;SRR19426086;SRR19426087;SRR19426088
KD8_seq2_p2_32	SRR19426076;SRR19426077;SRR19426078;SRR19426079	SRR19425899;SRR19425900;SRR19425901;SRR19425902
KD8_seq2_p2_33	SRR19425890;SRR19425891;SRR19425892;SRR19425894	SRR19426626;SRR19426628;SRR19426629;SRR19426630
KD8_seq2_p2_34	SRR19425747;SRR19425748;SRR19425749;SRR19425750	SRR19425738;SRR19425739;SRR19425740;SRR19425741
KD8_seq2_p2_35	SRR19425731;SRR19425732;SRR19426624;SRR19426625	SRR19426615;SRR19426616;SRR19426617;SRR19426619
KD8_seq2_p2_36	SRR19426606;SRR19426608;SRR19426609;SRR19426610	SRR19425727;SRR19425728;SRR19425729;SRR19425730
KD8_seq2_p2_37	SRR19425718;SRR19425719;SRR19425720;SRR19425721	SRR19425708;SRR19425709;SRR19425710;SRR19425711
KD8_seq2_p2_38	SRR19426065;SRR19426066;SRR19426067;SRR19426069	SRR19426056;SRR19426058;SRR19426059;SRR19426060
KD8_seq2_p2_39	SRR19425706;SRR19426049;SRR19426050;SRR19426051	SRR19425697;SRR19425698;SRR19425699;SRR19425700
KD8_seq2_p2_40	SRR19425688;SRR19425689;SRR19425690;SRR19425691	SRR19425683;SRR19426045;SRR19426046;SRR19426047
KD8_seq2_p2_41	SRR19426036;SRR19426038;SRR19426039;SRR19426040	SRR19426028;SRR19426029;SRR19426030;SRR19426031
KD8_seq2_p2_42	SRR19426596;SRR19426597;SRR19426598;SRR19426599	SRR19426587;SRR19426588;SRR19426589;SRR19426590
KD8_seq2_p2_43	SRR19426578;SRR19426579;SRR19426580;SRR19426582	SRR19426015;SRR19426018;SRR19426019;SRR19426020
KD8_seq2_p2_44	SRR19426007;SRR19426008;SRR19426009;SRR19426010	SRR19426001;SRR19426271;SRR19426272;SRR19426273
KD8_seq2_p2_45	SRR19426262;SRR19426263;SRR19426264;SRR19426265	SRR19426253;SRR19426254;SRR19426255;SRR19426257
KD8_seq2_p2_46	SRR19426244;SRR19426246;SRR19426247;SRR19426248	SRR19426236;SRR19426237;SRR19426238;SRR19426239
KD8_seq2_p2_47	SRR19426227;SRR19426228;SRR19426229;SRR19426230	SRR19426170;SRR19426171;SRR19426172;SRR19426173
KD8_seq2_p2_48	SRR19426161;SRR19426162;SRR19426163;SRR19426165	SRR19426154;SRR19426155;SRR19426156;SRR19426576
KD8_seq2_p2_49	SRR19426568;SRR19426569;SRR19426570;SRR19426571	SRR19426559;SRR19426560;SRR19426561;SRR19426562
KD8_seq2_p2_50	SRR19426221;SRR19426222;SRR19426223;SRR19426224	SRR19426212;SRR19426213;SRR19426214;SRR19426216
KD8_seq2_p2_51	SRR19426203;SRR19426205;SRR19426206;SRR19426207	SRR19425994;SRR19425995;SRR19425996;SRR19425997
KD8_seq2_p2_52	SRR19425985;SRR19425986;SRR19425987;SRR19425988	SRR19425977;SRR19425978;SRR19425979;SRR19426553
KD8_seq2_p2_53	SRR19426544;SRR19426545;SRR19426546;SRR19426548	SRR19426535;SRR19426537;SRR19426538;SRR19426539
KD8_seq2_p2_54	SRR19426199;SRR19426200;SRR19426201;SRR19426530	SRR19426190;SRR19426191;SRR19426192;SRR19426193
KD8_seq2_p2_55	SRR19426181;SRR19426182;SRR19426183;SRR19426184	SRR19426524;SRR19426525;SRR19426526;SRR19426528
KD8_seq2_p2_56	SRR19411941;SRR19426517;SRR19426518;SRR19426519	SRR19411874;SRR19411913;SRR19412027;SRR19412207
KD8_seq2_p2_57	SRR19412387;SRR19412398;SRR19412515;SRR19412526	SRR19412099;SRR19412485;SRR19412496;SRR19412507
KD8_seq2_p2_58	SRR19412082;SRR19412365;SRR19412468;SRR19412479	SRR19412337;SRR19412348;SRR19412440;SRR19412452
KD8_seq2_p2_59	SRR19412296;SRR19412307;SRR19412664;SRR19412675	SRR19411918;SRR19412268;SRR19412279;SRR19412647
KD8_seq2_p2_60	SRR19411901;SRR19412240;SRR19412251;SRR19412262	SRR19411873;SRR19411885;SRR19412223;SRR19412234
KD8_seq2_p2_61	SRR19411846;SRR19411857;SRR19411943;SRR19412206	SRR19411827;SRR19412177;SRR19412188;SRR19412556
KD8_seq2_p2_62	SRR19411799;SRR19411810;SRR19412140;SRR19412151	SRR19411766;SRR19411767;SRR19411768;SRR19411769
KD8_seq2_p2_63	SRR19411757;SRR19411758;SRR19411759;SRR19411761	SRR19411748;SRR19411750;SRR19411751;SRR19411752
KD8_seq2_p2_64	SRR19412400;SRR19412401;SRR19412402;SRR19412403	SRR19412391;SRR19412392;SRR19412393;SRR19412394
KD8_seq2_p2_65	SRR19412383;SRR19412384;SRR19412385;SRR19412532	SRR19412523;SRR19412524;SRR19412525;SRR19412527
KD8_seq2_p2_66	SRR19412514;SRR19412516;SRR19412517;SRR19412518	SRR19412131;SRR19412132;SRR19412133;SRR19412509
KD8_seq2_p2_67	SRR19412122;SRR19412123;SRR19412124;SRR19412125	SRR19412113;SRR19412114;SRR19412115;SRR19412116
KD8_seq2_p2_68	SRR19411741;SRR19411742;SRR19411743;SRR19411745	SRR19411731;SRR19411734;SRR19411735;SRR19411736
KD8_seq2_p2_69	SRR19411723;SRR19411724;SRR19411725;SRR19411726	SRR19412500;SRR19412501;SRR19412502;SRR19412503
KD8_seq2_p2_70	SRR19412491;SRR19412492;SRR19412493;SRR19412494	SRR19412107;SRR19412108;SRR19412109;SRR19412486
KD8_seq2_p2_71	SRR19412098;SRR19412100;SRR19412101;SRR19412102	SRR19412090;SRR19412091;SRR19412092;SRR19412093
KD8_seq2_p2_72	SRR19411718;SRR19411719;SRR19411720;SRR19411721	SRR19411709;SRR19411710;SRR19411711;SRR19411712
KD8_seq2_p2_73	SRR19411700;SRR19411701;SRR19411702;SRR19411704	SRR19412375;SRR19412377;SRR19412378;SRR19412379
KD8_seq2_p2_74	SRR19412367;SRR19412368;SRR19412369;SRR19412370	SRR19412359;SRR19412360;SRR19412361;SRR19412484
KD8_seq2_p2_75	SRR19412474;SRR19412475;SRR19412476;SRR19412477	SRR19412465;SRR19412466;SRR19412467;SRR19412469
KD8_seq2_p2_76	SRR19412081;SRR19412083;SRR19412084;SRR19412085	SRR19412073;SRR19412074;SRR19412075;SRR19412076
KD8_seq2_p2_77	SRR19412064;SRR19412065;SRR19412066;SRR19412067	SRR19411692;SRR19411693;SRR19411694;SRR19411695
KD8_seq2_p2_78	SRR19411687;SRR19412428;SRR19412429;SRR19412430	SRR19412358;SRR19412421;SRR19412422;SRR19412423
KD8_seq2_p2_79	SRR19412350;SRR19412351;SRR19412352;SRR19412353	SRR19412341;SRR19412342;SRR19412343;SRR19412344
KD8_seq2_p2_80	SRR19412335;SRR19412458;SRR19412459;SRR19412460	SRR19412449;SRR19412450;SRR19412451;SRR19412453
KD8_seq2_p2_81	SRR19412439;SRR19412442;SRR19412443;SRR19412444	SRR19412329;SRR19412330;SRR19412331;SRR19412332
KD8_seq2_p2_82	SRR19412320;SRR19412321;SRR19412322;SRR19412323	SRR19412311;SRR19412312;SRR19412313;SRR19412314
KD8_seq2_p2_83	SRR19412053;SRR19412054;SRR19412055;SRR19412057	SRR19412044;SRR19412046;SRR19412047;SRR19412048
KD8_seq2_p2_84	SRR19412038;SRR19412039;SRR19412309;SRR19412310	SRR19412300;SRR19412301;SRR19412302;SRR19412303
KD8_seq2_p2_85	SRR19412291;SRR19412292;SRR19412293;SRR19412294	SRR19412672;SRR19412673;SRR19412674;SRR19412676
KD8_seq2_p2_86	SRR19412663;SRR19412665;SRR19412666;SRR19412667	SRR19412655;SRR19412656;SRR19412657;SRR19412658
KD8_seq2_p2_87	SRR19412031;SRR19412032;SRR19412033;SRR19412034	SRR19412021;SRR19412022;SRR19412023;SRR19412024
KD8_seq2_p2_88	SRR19411937;SRR19411938;SRR19412014;SRR19412016	SRR19411928;SRR19411930;SRR19411931;SRR19411932
KD8_seq2_p2_89	SRR19411920;SRR19411921;SRR19411922;SRR19411923	SRR19412283;SRR19412284;SRR19412285;SRR19412286
KD8_seq2_p2_90	SRR19412274;SRR19412275;SRR19412276;SRR19412277	SRR19412265;SRR19412266;SRR19412267;SRR19412269
KD8_seq2_p2_91	SRR19412646;SRR19412648;SRR19412649;SRR19412650	SRR19412638;SRR19412639;SRR19412640;SRR19412641
KD8_seq2_p2_92	SRR19412629;SRR19412630;SRR19412631;SRR19412632	SRR19412005;SRR19412006;SRR19412007;SRR19412008
KD8_seq2_p2_93	SRR19411996;SRR19411997;SRR19411998;SRR19412000	SRR19411911;SRR19411914;SRR19411990;SRR19411991
KD8_seq2_p2_94	SRR19411903;SRR19411904;SRR19411905;SRR19411906	SRR19411894;SRR19411895;SRR19411896;SRR19411897
KD8_seq2_p2_95	SRR19412257;SRR19412258;SRR19412259;SRR19412260	SRR19412248;SRR19412249;SRR19412250;SRR19412252
KD8_seq2_p3_0	SRR19412239;SRR19412241;SRR19412242;SRR19412243	SRR19412621;SRR19412622;SRR19412623;SRR19412624
KD8_seq2_p3_1	SRR19412612;SRR19412613;SRR19412614;SRR19412615	SRR19411988;SRR19411989;SRR19412605;SRR19412606
KD8_seq2_p3_2	SRR19411979;SRR19411980;SRR19411981;SRR19411983	SRR19411970;SRR19411972;SRR19411973;SRR19411974
KD8_seq2_p3_3	SRR19411887;SRR19411888;SRR19411889;SRR19411890	SRR19411878;SRR19411879;SRR19411880;SRR19411881
KD8_seq2_p3_4	SRR19411868;SRR19411869;SRR19411870;SRR19411871	SRR19412231;SRR19412232;SRR19412233;SRR19412235
KD8_seq2_p3_5	SRR19412222;SRR19412224;SRR19412225;SRR19412226	SRR19412215;SRR19412216;SRR19412217;SRR19412604
KD8_seq2_p3_6	SRR19412595;SRR19412596;SRR19412597;SRR19412598	SRR19412586;SRR19412587;SRR19412588;SRR19412589
KD8_seq2_p3_7	SRR19411962;SRR19411963;SRR19411964;SRR19412581	SRR19411953;SRR19411955;SRR19411956;SRR19411957
KD8_seq2_p3_8	SRR19411945;SRR19411946;SRR19411947;SRR19411948	SRR19411861;SRR19411862;SRR19411863;SRR19411864
KD8_seq2_p3_9	SRR19411852;SRR19411853;SRR19411854;SRR19411855	SRR19411843;SRR19411844;SRR19411845;SRR19411847
KD8_seq2_p3_10	SRR19412205;SRR19412208;SRR19412209;SRR19412210	SRR19412197;SRR19412198;SRR19412199;SRR19412200
KD8_seq2_p3_11	SRR19412191;SRR19412578;SRR19412579;SRR19412580	SRR19412569;SRR19412570;SRR19412571;SRR19412572
KD8_seq2_p3_12	SRR19412560;SRR19412561;SRR19412562;SRR19412564	SRR19411837;SRR19411839;SRR19411840;SRR19411841
KD8_seq2_p3_13	SRR19411829;SRR19411830;SRR19411831;SRR19411832	SRR19411820;SRR19411821;SRR19411822;SRR19411823
KD8_seq2_p3_14	SRR19412183;SRR19412184;SRR19412185;SRR19412186	SRR19412178;SRR19412684;SRR19412685;SRR19412686
KD8_seq2_p3_15	SRR19412555;SRR19412677;SRR19412678;SRR19412679	SRR19412547;SRR19412548;SRR19412549;SRR19412550
KD8_seq2_p3_16	SRR19412538;SRR19412539;SRR19412540;SRR19412541	SRR19412432;SRR19412433;SRR19412434;SRR19412435
KD8_seq2_p3_17	SRR19412168;SRR19412169;SRR19412170;SRR19412172	SRR19412159;SRR19412161;SRR19412162;SRR19412163
KD8_seq2_p3_18	SRR19411812;SRR19411813;SRR19411814;SRR19411815	SRR19411803;SRR19411804;SRR19411805;SRR19411806
KD8_seq2_p3_19	SRR19411795;SRR19411796;SRR19411797;SRR19412157	SRR19412148;SRR19412149;SRR19412150;SRR19412152
KD8_seq2_p3_20	SRR19412139;SRR19412141;SRR19412142;SRR19412143	SRR19411792;SRR19411793;SRR19411794;SRR19412134
KD8_seq2_p3_21	SRR19411783;SRR19411784;SRR19411785;SRR19411786	SRR19411774;SRR19411775;SRR19411776;SRR19411777
KD8_seq2_p3_22	SRR19412414;SRR19412415;SRR19412416;SRR19412418	SRR19412407;SRR19412408;SRR19412409;SRR19488100
KD8_seq2_p3_23	SRR19488169;SRR19488675;SRR19488738;SRR19488761	SRR19488056;SRR19488064;SRR19488075;SRR19488455
KD8_seq2_p3_24	SRR19488279;SRR19488290;SRR19488435;SRR19488445	SRR19488051;SRR19488246;SRR19488254;SRR19488538
KD8_seq2_p3_25	SRR19488027;SRR19488802;SRR19488813;SRR19488826	SRR19487946;SRR19487972;SRR19487983;SRR19488001
KD8_seq2_p3_26	SRR19487918;SRR19487927;SRR19488224;SRR19488239	SRR19487885;SRR19487894;SRR19487906;SRR19488726
KD8_seq2_p3_27	SRR19488651;SRR19488663;SRR19488674;SRR19488686	SRR19487862;SRR19488168;SRR19488623;SRR19488634
KD8_seq2_p3_28	SRR19488111;SRR19488122;SRR19488133;SRR19488509	SRR19488322;SRR19488331;SRR19488564;SRR19488576
KD8_seq2_p3_29	SRR19488093;SRR19488094;SRR19488095;SRR19488096	SRR19488084;SRR19488085;SRR19488086;SRR19488088
KD8_seq2_p3_30	SRR19488077;SRR19488078;SRR19488079;SRR19488468	SRR19488460;SRR19488461;SRR19488462;SRR19488463
KD8_seq2_p3_31	SRR19488068;SRR19488069;SRR19488070;SRR19488071	SRR19488446;SRR19488447;SRR19488448;SRR19488449
KD8_seq2_p3_32	SRR19488454;SRR19488456;SRR19488457;SRR19488458	SRR19488055;SRR19488057;SRR19488058;SRR19488059
KD8_seq2_p3_33	SRR19488414;SRR19488415;SRR19488416;SRR19488417	SRR19488385;SRR19488386;SRR19488387;SRR19488407
KD8_seq2_p3_34	SRR19488398;SRR19488399;SRR19488400;SRR19488401	SRR19488391;SRR19488392;SRR19488393;SRR19488395
KD8_seq2_p3_35	SRR19488282;SRR19488283;SRR19488381;SRR19488384	SRR19488292;SRR19488374;SRR19488375;SRR19488376
KD8_seq2_p3_36	SRR19488281;SRR19488284;SRR19488285;SRR19488286	SRR19488274;SRR19488275;SRR19488276;SRR19488277
KD8_seq2_p3_37	SRR19488269;SRR19488442;SRR19488443;SRR19488444	SRR19488365;SRR19488366;SRR19488367;SRR19488434
KD8_seq2_p3_38	SRR19488426;SRR19488427;SRR19488428;SRR19488429	SRR19488369;SRR19488370;SRR19488371;SRR19488372
KD8_seq2_p3_39	SRR19488359;SRR19488360;SRR19488361;SRR19488362	SRR19488350;SRR19488351;SRR19488352;SRR19488354
KD8_seq2_p3_40	SRR19488548;SRR19488551;SRR19488552;SRR19488554	SRR19488540;SRR19488541;SRR19488542;SRR19488543
KD8_seq2_p3_41	SRR19488266;SRR19488267;SRR19488268;SRR19488534	SRR19488261;SRR19488262;SRR19488263;SRR19488264
KD8_seq2_p3_42	SRR19488251;SRR19488252;SRR19488253;SRR19488256	SRR19488031;SRR19488034;SRR19488050;SRR19488052
KD8_seq2_p3_43	SRR19488042;SRR19488043;SRR19488044;SRR19488255	SRR19488841;SRR19488842;SRR19488843;SRR19488844
KD8_seq2_p3_44	SRR19488045;SRR19488344;SRR19488345;SRR19488346	SRR19488336;SRR19488337;SRR19488339;SRR19488845
KD8_seq2_p3_45	SRR19488836;SRR19488838;SRR19488839;SRR19488840	SRR19488828;SRR19488829;SRR19488830;SRR19488831
KD8_seq2_p3_46	SRR19488792;SRR19488793;SRR19488795;SRR19488818	SRR19488808;SRR19488809;SRR19488810;SRR19488811
KD8_seq2_p3_47	SRR19488799;SRR19488800;SRR19488801;SRR19488803	SRR19488026;SRR19488788;SRR19488789;SRR19488790
KD8_seq2_p3_48	SRR19488016;SRR19488017;SRR19488018;SRR19488019	SRR19488008;SRR19488009;SRR19488010;SRR19488011
KD8_seq2_p3_49	SRR19488782;SRR19488783;SRR19488784;SRR19488785	SRR19488775;SRR19488776;SRR19488777;SRR19488779
KD8_seq2_p3_50	SRR19488766;SRR19488768;SRR19488769;SRR19488770	SRR19487988;SRR19488003;SRR19488004;SRR19488764
KD8_seq2_p3_51	SRR19487994;SRR19487995;SRR19487996;SRR19487997	SRR19487967;SRR19487968;SRR19487969;SRR19487970
KD8_seq2_p3_52	SRR19487980;SRR19487981;SRR19487982;SRR19487984	SRR19487945;SRR19487973;SRR19487974;SRR19487975
KD8_seq2_p3_53	SRR19487959;SRR19487960;SRR19487961;SRR19487962	SRR19487950;SRR19487951;SRR19487952;SRR19487953
KD8_seq2_p3_54	SRR19487940;SRR19487941;SRR19487942;SRR19487943	SRR19487935;SRR19488746;SRR19488747;SRR19488748
KD8_seq2_p3_55	SRR19488741;SRR19488743;SRR19488744;SRR19488745	SRR19488751;SRR19488752;SRR19488753;SRR19488754
KD8_seq2_p3_56	SRR19487910;SRR19487911;SRR19487912;SRR19488740	SRR19487922;SRR19487923;SRR19487924;SRR19487925
KD8_seq2_p3_57	SRR19487909;SRR19487913;SRR19488222;SRR19488223	SRR19488238;SRR19488240;SRR19488241;SRR19488242
KD8_seq2_p3_58	SRR19488230;SRR19488231;SRR19488232;SRR19488233	SRR19488200;SRR19488219;SRR19488220;SRR19488221
KD8_seq2_p3_59	SRR19488210;SRR19488211;SRR19488212;SRR19488213	SRR19488201;SRR19488202;SRR19488203;SRR19488205
KD8_seq2_p3_60	SRR19488197;SRR19488198;SRR19488736;SRR19488739	SRR19488728;SRR19488729;SRR19488730;SRR19488731
KD8_seq2_p3_61	SRR19487889;SRR19487890;SRR19488717;SRR19488719	SRR19487900;SRR19487901;SRR19487902;SRR19487903
KD8_seq2_p3_62	SRR19487891;SRR19487892;SRR19487893;SRR19487895	SRR19487886;SRR19487887;SRR19487888;SRR19488715
KD8_seq2_p3_63	SRR19488708;SRR19488709;SRR19488710;SRR19488711	SRR19488699;SRR19488700;SRR19488701;SRR19488702
KD8_seq2_p3_64	SRR19488193;SRR19488194;SRR19488195;SRR19488196	SRR19488184;SRR19488185;SRR19488186;SRR19488188
KD8_seq2_p3_65	SRR19488177;SRR19488676;SRR19488677;SRR19488678	SRR19488688;SRR19488689;SRR19488690;SRR19488691
KD8_seq2_p3_66	SRR19488679;SRR19488680;SRR19488681;SRR19488682	SRR19488669;SRR19488670;SRR19488671;SRR19488672
KD8_seq2_p3_67	SRR19488660;SRR19488661;SRR19488662;SRR19488664	SRR19488521;SRR19488522;SRR19488650;SRR19488652
KD8_seq2_p3_68	SRR19488532;SRR19488533;SRR19488644;SRR19488645	SRR19488523;SRR19488524;SRR19488525;SRR19488526
KD8_seq2_p3_69	SRR19488515;SRR19488516;SRR19488517;SRR19488518	SRR19487881;SRR19487882;SRR19487883;SRR19488510
KD8_seq2_p3_70	SRR19487872;SRR19488635;SRR19488636;SRR19488637	SRR19487864;SRR19487865;SRR19487866;SRR19487867
KD8_seq2_p3_71	SRR19488638;SRR19488639;SRR19488640;SRR19488641	SRR19488629;SRR19488630;SRR19488631;SRR19488632
KD8_seq2_p3_72	SRR19488620;SRR19488621;SRR19488622;SRR19488624	SRR19487859;SRR19487860;SRR19488153;SRR19488167
KD8_seq2_p3_73	SRR19488159;SRR19488160;SRR19488161;SRR19488162	SRR19487857;SRR19487858;SRR19488582;SRR19488583
KD8_seq2_p3_74	SRR19487848;SRR19487849;SRR19487850;SRR19487851	SRR19488149;SRR19488150;SRR19488151;SRR19488585
KD8_seq2_p3_75	SRR19488143;SRR19488145;SRR19488146;SRR19488147	SRR19488135;SRR19488136;SRR19488137;SRR19488138
KD8_seq2_p3_76	SRR19488105;SRR19488106;SRR19488107;SRR19488126	SRR19488117;SRR19488118;SRR19488119;SRR19488120
KD8_seq2_p3_77	SRR19488108;SRR19488109;SRR19488110;SRR19488112	SRR19488101;SRR19488102;SRR19488103;SRR19488508
KD8_seq2_p3_78	SRR19488500;SRR19488501;SRR19488502;SRR19488503	SRR19488491;SRR19488602;SRR19488603;SRR19488604
KD8_seq2_p3_79	SRR19488615;SRR19488616;SRR19488617;SRR19488618	SRR19488605;SRR19488606;SRR19488607;SRR19488609
KD8_seq2_p3_80	SRR19488595;SRR19488597;SRR19488598;SRR19488599	SRR19488333;SRR19488334;SRR19488335;SRR19488612
KD8_seq2_p3_81	SRR19488569;SRR19488570;SRR19488571;SRR19488572	SRR19488317;SRR19488318;SRR19488319;SRR19488320
KD8_seq2_p3_82	SRR19488573;SRR19488574;SRR19488575;SRR19488577	SRR19488563;SRR19488565;SRR19488566;SRR19488567
KD8_seq2_p3_83	SRR19488298;SRR19488299;SRR19488559;SRR19488560	SRR19488309;SRR19488481;SRR19488482;SRR19488483
KD8_seq2_p3_84	SRR19488296;SRR19488297;SRR19488302;SRR19488303	SRR19488470;SRR19488471;SRR19488480;SRR19488484
KD8_seq2_p3_85	SRR19488473;SRR19488474;SRR19488475;SRR19489857	SRR19488957;SRR19489158;SRR19489220;SRR19489806
KD8_seq2_p3_86	SRR19489541;SRR19489591;SRR19489603;SRR19489614	SRR19489075;SRR19489086;SRR19489568;SRR19489581
KD8_seq2_p3_87	SRR19489042;SRR19489044;SRR19489053;SRR19489667	SRR19489264;SRR19489274;SRR19489281;SRR19489468
KD8_seq2_p3_88	SRR19488971;SRR19488982;SRR19488990;SRR19489449	SRR19488889;SRR19488900;SRR19488913;SRR19488923
KD8_seq2_p3_89	SRR19488859;SRR19488860;SRR19489359;SRR19489786	SRR19489191;SRR19489199;SRR19489209;SRR19489219
KD8_seq2_p3_90	SRR19489157;SRR19489419;SRR19489431;SRR19489740	SRR19489313;SRR19489396;SRR19489408;SRR19489722
KD8_seq2_p3_91	SRR19489124;SRR19489135;SRR19489372;SRR19489382	SRR19489850;SRR19489851;SRR19489852;SRR19489853
KD8_seq2_p3_92	SRR19489841;SRR19489842;SRR19489843;SRR19489845	SRR19489624;SRR19489834;SRR19489835;SRR19489836
KD8_seq2_p3_93	SRR19489616;SRR19489617;SRR19489618;SRR19489619	SRR19489607;SRR19489608;SRR19489609;SRR19489610
KD8_seq2_p3_94	SRR19489114;SRR19489115;SRR19489116;SRR19489117	SRR19489542;SRR19489543;SRR19489544;SRR19489601
KD8_seq2_p3_95	SRR19489588;SRR19489589;SRR19489590;SRR19489592	SRR19489557;SRR19489558;SRR19489597;SRR19489598
